adservice,flagd.evaluation.v1.Service/EventStream,0,0,0,0,0,0,0,0,0,0,0
adservice,flagd.evaluation.v1.Service/ResolveBoolean,0,0,0,0,0,0,0,0,0,0,0
checkoutservice,oteldemo.CartService/GetCart,0,0,0,0,0,0,0,0,0,0,0
checkoutservice,oteldemo.CheckoutService/PlaceOrder,0,0,0,0,0,0,0,0,0,0,0
frauddetectionservice,flagd.evaluation.v1.Service/EventStream,0,0,0,0,0,0,0,0,0,0,0
frontend,GET,0,0,0,0,0,0,0,0,0,0,0
frontend,POST,0,0,0,0,0,0,0,0,0,0,0
frontend,executing api route (pages) /api/cart,0,0,0,0,0,0,0,0,0,0,0
frontend,executing api route (pages) /api/checkout,0,0,0,0,0,0,0,0,0,0,0
frontend,executing api route (pages) /api/data,0,0,0,0,0,0,0,0,0,0,0
frontend,grpc.oteldemo.AdService/GetAds,0,0,0,0,0,0,0,0,0,0,0
frontend,grpc.oteldemo.CartService/AddItem,0,0,0,0,0,0,0,0,0,0,0
frontend,grpc.oteldemo.CartService/GetCart,0,0,0,0,0,0,0,0,0,0,0
frontend,grpc.oteldemo.CheckoutService/PlaceOrder,0,0,0,0,0,0,0,0,0,0,0
frontend,tcp.connect,0,0,0,0,0,0,0,0,0,0,0
loadgenerator,GET,0,0,0,0,0,0,0,0,0,0,0
loadgenerator,POST,0,0,0,0,0,0,0,0,0,0,0
paymentservice,GET,0,0,0,0,0,0,0,0,0,0,0
paymentservice,dns.lookup,0,0,0,0,0,0,0,0,0,0,0
paymentservice,tcp.connect,0,0,0,0,0,0,0,0,0,0,0
recommendationservice,/schema.v1.Service/ResolveBoolean,0,0,0,0,0,0.004165092592592593,0,0,0,0,0
