opentelemetry-demo/adservice,200802304,200933376,201064448,201129984,201195520,201326592,201326592,201457664,201523200,201588736,201654272,201850880,201850880
opentelemetry-demo/frauddetectionservice,167133184,167133184,167133184,167133184,167133184,167133184,167133184,167133184,167133184,167133184,167133184,167133184,167133184
opentelemetry-demo/kafka,530710528,530710528,530710528,530710528,530710528,530710528,530710528,530710528,530710528,530710528,530710528,530710528,530710528
