accountingservice,94.99999999999997,49.6,48.6,95.49999999999997,48.88,NaN,47.599999999999994,49.2,97.75,97,97.5,94,98
adservice,4685,1987.4545454545455,4640,1986.8000000000002,1986.8000000000002,1986.6666666666665,1987.4,1987,4595,4639.999999999998,4459.999999999998,1986.909090909091,1987.25
cartservice,32.05714285714293,9.286666666666646,31.679999999999925,38.79999999999994,9.359999999999998,27.29999999999989,7.652000000000004,34.17142857142848,9.015000000000018,29.799999999999965,16.666666666666906,40.28571428571429,17.099999999999643
checkoutservice,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
currencyservice,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
emailservice,5.839999999999999,3.9200000000000004,NaN,42.79999999999994,8.879999999999999,NaN,45.199999999999996,5.76,5.280000000000001,5.904,3.9499999999999997,46.16,9.360000000000007
flagd,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
frauddetectionservice,3.95,1.98,NaN,9.82,3.832,NaN,3.91,3.9485714285714284,3.8649999999999998,7.928,3.9454545454545453,3.88,3.963076923076923
frontend,15000,12701.923076923056,1836.6666666666792,15000,15000,1943.3333333333276,15000,15000,15000,15000,15000,15000,15000
frontend-web,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
frontendproxy,14283.870967741954,15000,10766.07142857143,15000,15000,13331.249999999887,13756.249999999942,10796.249999999995,12859.999999999956,13287.49999999992,12670.000000000113,15000,11377.142857142906
imageprovider,1.98,1.9799999999999998,1.98,1.98,1.9800000000000002,1.9799999999999998,1.9800000000000002,1.98,1.98,1.98,1.98,1.98,1.98
loadgenerator,1628.8571428571383,1897.9999999999911,279.9999999999744,1590.5000000000086,11324.999999999782,199.00000000000233,344.5000000000149,132.33333333333172,195.6666666666696,180.53333333333194,1736.4999999999977,1974.2000000000007,112.12500000000287
paymentservice,3.799999999999999,1.9800000000000002,NaN,1.9799999999999998,1.98,NaN,1.98,1.98,3.6399999999999997,1.98,1.98,3.5200000000000014,1.9800000000000002
productcatalogservice,1.9870714285714284,1.98,1.9799999999999998,1.9800000000000002,2.019999999999971,1.98,2.785000000000003,2.773333333333322,1.9941935483870965,1.9877343749999998,1.9799999999999998,1.9800000000000002,1.987279411764706
quoteservice,1.9800000000000002,NaN,1.98,1.98,1.98,NaN,1.9799999999999998,1.98,1.98,1.98,3.6999999999999993,1.98,1.98
recommendationservice,33.466666666666654,9.44,5.974736842105263,8.600000000000005,22.00000000000016,5.905454545454545,8.920000000000002,7.299999999999999,32.3999999999999,8.759999999999998,7.586666666666667,7.568,41.04000000000002
shippingservice,15000,1.9800000000000002,NaN,46.40000000000001,15000,NaN,4730,1946,15000,15000,15000,15000,9.780000000000001
