opentelemetry-demo/accountingservice,0,0,0,0,0,0,0,0,0,0,0,0,0
opentelemetry-demo/cartservice,0,0,0,4915.220480085333,0,0,5461.219557925877,0,0,0,5461.333333333333,0,0
